matchInfo/id,matchInfo/coverageLevel,matchInfo/date,matchInfo/time,matchInfo/week,matchInfo/numberOfPeriods,matchInfo/periodLength,matchInfo/var,matchInfo/lastUpdated,matchInfo/description,matchInfo/sport/id,matchInfo/sport/name,matchInfo/ruleset/id,matchInfo/ruleset/name,matchInfo/competition/id,matchInfo/competition/name,matchInfo/competition/knownName,matchInfo/competition/sponsorName,matchInfo/competition/competitionCode,matchInfo/competition/competitionFormat,matchInfo/competition/country/id,matchInfo/competition/country/name,matchInfo/tournamentCalendar/id,matchInfo/tournamentCalendar/startDate,matchInfo/tournamentCalendar/endDate,matchInfo/tournamentCalendar/name,matchInfo/stage/id,matchInfo/stage/formatId,matchInfo/stage/startDate,matchInfo/stage/endDate,matchInfo/stage/name,matchInfo/venue/id,matchInfo/venue/neutral,matchInfo/venue/longName,matchInfo/venue/shortName,matchInfo/venue/latitude,matchInfo/venue/longitude,liveData/matchDetails/periodId,liveData/matchDetails/matchStatus,matchInfo/localDate,matchInfo/localTime,liveData/matchDetails/winner,liveData/matchDetails/matchLengthMin,liveData/matchDetails/matchLengthSec,liveData/matchDetails/period,liveData/matchDetails/scores/ht/home,liveData/matchDetails/scores/ht/away,liveData/matchDetails/scores/ft/home,liveData/matchDetails/scores/ft/away,liveData/matchDetails/scores/total/home,liveData/matchDetails/scores/total/away,liveData/goal,liveData/card,liveData/substitute,liveData/matchDetailsExtra/matchOfficial,liveData/matchDetailsExtra/attendance,liveData/VAR,matchInfo/contestant/0/id,matchInfo/contestant/0/name,matchInfo/contestant/0/shortName,matchInfo/contestant/0/officialName,matchInfo/contestant/0/code,matchInfo/contestant/0/position,matchInfo/contestant/0/country,matchInfo/contestant/1/id,matchInfo/contestant/1/name,matchInfo/contestant/1/shortName,matchInfo/contestant/1/officialName,matchInfo/contestant/1/code,matchInfo/contestant/1/position,matchInfo/contestant/1/country
efl6j95j44597ugx2aibayuqc,13,2026-10-10Z,13:00:00Z,10,2,45,1,2026-07-26T12:21:27Z,Slovan Liberec vs Slovácko,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,2979bmbkg8c2rzguycikc4izd,no,Stadion u Nisy,Stadion u Nisy,50.776201411,15.050035715,16,Fixture,2026-10-10,15:00:00,,,,,,,,,,,,,,,,,2c4rs2vp0tyjiqa7y3gfttf24,Slovan Liberec,Liberec,FC Slovan Liberec,LIB,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",bp5x8iw8pstucx6s4iqht6xqf,Slovácko,Slovácko,1. FC Slovácko,FCS,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
ef9eebud17j5l4dsmnnsl7n6c,13,2026-10-10Z,13:00:00Z,10,2,45,1,2026-07-21T14:03:16Z,Zbrojovka Brno vs Jablonec,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,68vgjjgn8036ntz351r3c9mw0,no,ShipEx Aréna,ShipEx Aréna,49.227197061,16.586501598,16,Fixture,2026-10-10,15:00:00,,,,,,,,,,,,,,,,,6k350zwynsc23f0sxw9akgc6y,Zbrojovka Brno,Zbrojovka,FC Zbrojovka Brno,BRN,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",bdz8tx20ekj1ryi2e2u13jdl,Jablonec,Jablonec,FK Jablonec,FKJ,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
eexjzghkstiyhotj6dpcd1jis,13,2026-10-10Z,13:00:00Z,10,2,45,1,2026-07-26T09:20:59Z,Teplice vs Sigma Olomouc,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,47vp4hvc9krq6q7ey16tt5xc1,no,AGC Aréna Na Stínadlech,AGC Aréna Na Stínadlech,50.640071736,13.817807436,16,Fixture,2026-10-10,15:00:00,,,,,,,,,,,,,,,,,41eivtin75c5fu33x3zfx956b,Teplice,Teplice,FK Teplice,TEP,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",dchxm00ei80l8ljbcfpdill8k,Sigma Olomouc,Olomouc,SK Sigma Olomouc,OLO,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
eelotc26sutmfd70g4qjxzfh0,13,2026-10-10Z,13:00:00Z,10,2,45,1,2026-07-25T10:06:07Z,Viktoria Plzeň vs Mladá Boleslav,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,d601gpjtfe63bz3lcrpdc9n3l,no,Doosan Aréna,Doosan Aréna,49.750074229,13.385446072,16,Fixture,2026-10-10,15:00:00,,,,,,,,,,,,,,,,,c6fx1460nlkawjgh67sp7a1hd,Viktoria Plzeň,Plzeň,FC Viktoria Plzeň,PLZ,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",2qui2adwsi022vu84b8gdw4z0,Mladá Boleslav,Ml. Boleslav,FK Mladá Boleslav,MBL,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
ee9ukckxkxma3o3jy5ct1zwus,13,2026-09-19Z,13:00:00Z,9,2,45,1,2026-07-24T13:30:17Z,Slavia Praha vs Viktoria Plzeň,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,7c48dqxoem7bdglaflo26dizy,no,Fortuna Arena,Fortuna Arena,50.067525002,14.471139908,16,Fixture,2026-09-19,15:00:00,,,,,,,,,,,,,,,,,8kpapuorr6hf0vosnovbreqqd,Slavia Praha,Slavia,SK Slavia Praha,SLA,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",c6fx1460nlkawjgh67sp7a1hd,Viktoria Plzeň,Plzeň,FC Viktoria Plzeň,PLZ,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
edxyga6r67ejxkgwy1yl4g1zo,13,2026-09-19Z,13:00:00Z,9,2,45,1,2026-07-23T09:28:02Z,Jablonec vs Zlín,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,477e2cn5x9m53k0djxbcmds8b,no,Stadion Střelnice,Stadion Střelnice,50.714915207,15.162243247,16,Fixture,2026-09-19,15:00:00,,,,,,,,,,,,,,,,,bdz8tx20ekj1ryi2e2u13jdl,Jablonec,Jablonec,FK Jablonec,FKJ,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",aj1nbeiatqrs6e47mnhjidn15,Zlín,Zlín,FC Zlín,ZLI,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
edlzq7jirynaelyj2t4bbfvv8,13,2026-09-19Z,13:00:00Z,9,2,45,1,2026-07-23T08:43:37Z,Hradec Králové vs Teplice,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,b1by4990boxacbvh10n5jv5sk,no,FINEP Arena,FINEP Arena,50.206416871,15.845450177,16,Fixture,2026-09-19,15:00:00,,,,,,,,,,,,,,,,,1v75g4bk8vzrvu0jmaro6lila,Hradec Králové,Hradec Kr.,FC Hradec Králové,HKR,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",41eivtin75c5fu33x3zfx956b,Teplice,Teplice,FK Teplice,TEP,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
eda4gy11mkca4g02fxoqvgob8,13,2026-09-19Z,13:00:00Z,9,2,45,1,2026-07-24T12:48:31Z,Artis Brno vs Slovan Liberec,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,68vgjjgn8036ntz351r3c9mw0,no,ShipEx Aréna,ShipEx Aréna,49.227197061,16.586501598,16,Fixture,2026-09-19,15:00:00,,,,,,,,,,,,,,,,,6onh4wiqdb8r50qa6oyxlbafg,Artis Brno,Artis,SK Artis Brno,ARB,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",2c4rs2vp0tyjiqa7y3gfttf24,Slovan Liberec,Liberec,FC Slovan Liberec,LIB,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
ecyc9wrc1h1uatl4azosqa5uc,13,2026-09-19Z,13:00:00Z,9,2,45,1,2026-07-25T10:06:07Z,Mladá Boleslav vs Zbrojovka Brno,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,dmt7kj588jheugqzw6kmgni5l,no,Lokotrans Aréna,Lokotrans Aréna,50.427180471,14.916987419,16,Fixture,2026-09-19,15:00:00,,,,,,,,,,,,,,,,,2qui2adwsi022vu84b8gdw4z0,Mladá Boleslav,Ml. Boleslav,FK Mladá Boleslav,MBL,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",6k350zwynsc23f0sxw9akgc6y,Zbrojovka Brno,Zbrojovka,FC Zbrojovka Brno,BRN,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
ecmh8a2da3fsf3gwfs0k0l0k4,13,2026-09-19Z,13:00:00Z,9,2,45,1,2026-07-26T09:20:59Z,Sigma Olomouc vs Sparta Praha,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,dh99x428jggw1l8w7r39teeod,no,Andrův stadion,Andrův stadion,49.600120824,17.248245478,16,Fixture,2026-09-19,15:00:00,,,,,,,,,,,,,,,,,dchxm00ei80l8ljbcfpdill8k,Sigma Olomouc,Olomouc,SK Sigma Olomouc,OLO,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",5ocdn3a6s75u0d0dy0rbou0xc,Sparta Praha,Sparta,AC Sparta Praha,ACS,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
ecaka4e8tdoeg6zyiogm408b8,13,2026-09-19Z,13:00:00Z,9,2,45,1,2026-07-26T12:21:27Z,Slovácko vs Baník Ostrava,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,d0xo4iuobvbd1ov2hx3mn89hl,no,Městský fotbalový stadion Miroslava Valenty,Městský fotbalový stadion Miroslava Valenty,49.065515573,17.471448183,16,Fixture,2026-09-19,15:00:00,,,,,,,,,,,,,,,,,bp5x8iw8pstucx6s4iqht6xqf,Slovácko,Slovácko,1. FC Slovácko,FCS,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",dfvvrv84skv23rsn1k6kt4slc,Baník Ostrava,Ostrava,FC Baník Ostrava,FCB,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
ebyrxwfed8qqwpv6jzk7l2xas,13,2026-09-19Z,13:00:00Z,9,2,45,1,2026-07-25T14:19:00Z,Pardubice vs Bohemians 1905,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,29ligd0aeeadk5h0bv13j9yj8,no,Stadion Arnošta Košťála,Stadion Arnošta Košťála,50.041041815,15.771190566,16,Fixture,2026-09-19,15:00:00,,,,,,,,,,,,,,,,,4xbgquadoen1b303u4hi9nhg9,Pardubice,Pardubice,FK Pardubice,PCE,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",bqcrqg0367eqzrt4vjb5apu6g,Bohemians 1905,Bohemians,Bohemians Praha 1905,BOH,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
ebn47hgucjd8ew6ozbvualvro,13,2026-09-12Z,13:00:00Z,8,2,45,1,2026-07-24T13:30:17Z,Teplice vs Slavia Praha,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,47vp4hvc9krq6q7ey16tt5xc1,no,AGC Aréna Na Stínadlech,AGC Aréna Na Stínadlech,50.640071736,13.817807436,16,Fixture,2026-09-12,15:00:00,,,,,,,,,,,,,,,,,41eivtin75c5fu33x3zfx956b,Teplice,Teplice,FK Teplice,TEP,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",8kpapuorr6hf0vosnovbreqqd,Slavia Praha,Slavia,SK Slavia Praha,SLA,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
ebbey91yvqmvk3qw9gqptgphw,13,2026-09-12Z,13:00:00Z,8,2,45,1,2026-07-25T17:26:35Z,Sparta Praha vs Jablonec,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,94ni823vpqbxjv7m1k39cylmr,no,epet ARENA,epet ARENA,50.099816060,14.415827394,16,Fixture,2026-09-12,15:00:00,,,,,,,,,,,,,,,,,5ocdn3a6s75u0d0dy0rbou0xc,Sparta Praha,Sparta,AC Sparta Praha,ACS,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",bdz8tx20ekj1ryi2e2u13jdl,Jablonec,Jablonec,FK Jablonec,FKJ,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
eazgrrdqpa9jhu7txiresqp78,13,2026-09-12Z,13:00:00Z,8,2,45,1,2026-07-24T12:48:32Z,Zbrojovka Brno vs Artis Brno,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,68vgjjgn8036ntz351r3c9mw0,no,ShipEx Aréna,ShipEx Aréna,49.227197061,16.586501598,16,Fixture,2026-09-12,15:00:00,,,,,,,,,,,,,,,,,6k350zwynsc23f0sxw9akgc6y,Zbrojovka Brno,Zbrojovka,FC Zbrojovka Brno,BRN,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",6onh4wiqdb8r50qa6oyxlbafg,Artis Brno,Artis,SK Artis Brno,ARB,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
eanrkelu76ovnj1cle8euw7x0,13,2026-09-12Z,13:00:00Z,8,2,45,1,2026-07-23T09:28:02Z,Zlín vs Hradec Králové,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,9ydptb7ki97jxrfex1l4tvcq6,no,Stadion Letná,Stadion Letná,49.231309756,17.669309378,16,Fixture,2026-09-12,15:00:00,,,,,,,,,,,,,,,,,aj1nbeiatqrs6e47mnhjidn15,Zlín,Zlín,FC Zlín,ZLI,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",1v75g4bk8vzrvu0jmaro6lila,Hradec Králové,Hradec Kr.,FC Hradec Králové,HKR,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
eabuvut3ikfhdkb5f23dormdw,13,2026-09-12Z,13:00:00Z,8,2,45,1,2026-07-24T13:29:11Z,Baník Ostrava vs Pardubice,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,1xwzje85tz7gwpynab7es9ieg,no,Městský stadion - Vítkovice Aréna,Městský stadion - Vítkovice Aréna,49.804348544,18.255988955,16,Fixture,2026-09-12,15:00:00,,,,,,,,,,,,,,,,,dfvvrv84skv23rsn1k6kt4slc,Baník Ostrava,Ostrava,FC Baník Ostrava,FCB,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",4xbgquadoen1b303u4hi9nhg9,Pardubice,Pardubice,FK Pardubice,PCE,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
e9zzsr764t9n6k7lcqajpjbis,13,2026-09-12Z,13:00:00Z,8,2,45,1,2026-07-26T12:21:27Z,Bohemians 1905 vs Slovácko,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,9cj96q0e19jjqiphv07dsff62,no,Stadion Ďolíček,Stadion Ďolíček,50.066998168,14.454191029,16,Fixture,2026-09-12,15:00:00,,,,,,,,,,,,,,,,,bqcrqg0367eqzrt4vjb5apu6g,Bohemians 1905,Bohemians,Bohemians Praha 1905,BOH,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",bp5x8iw8pstucx6s4iqht6xqf,Slovácko,Slovácko,1. FC Slovácko,FCS,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
e9oa75hfg00zj29ucxfkcikus,13,2026-09-12Z,13:00:00Z,8,2,45,1,2026-07-25T10:06:07Z,Slovan Liberec vs Mladá Boleslav,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,2979bmbkg8c2rzguycikc4izd,no,Stadion u Nisy,Stadion u Nisy,50.776201411,15.050035715,16,Fixture,2026-09-12,15:00:00,,,,,,,,,,,,,,,,,2c4rs2vp0tyjiqa7y3gfttf24,Slovan Liberec,Liberec,FC Slovan Liberec,LIB,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",2qui2adwsi022vu84b8gdw4z0,Mladá Boleslav,Ml. Boleslav,FK Mladá Boleslav,MBL,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
e9ci2ed0mywfwhuqmigxqcc2c,13,2026-09-12Z,13:00:00Z,8,2,45,1,2026-07-26T09:20:59Z,Viktoria Plzeň vs Sigma Olomouc,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,d601gpjtfe63bz3lcrpdc9n3l,no,Doosan Aréna,Doosan Aréna,49.750074229,13.385446072,16,Fixture,2026-09-12,15:00:00,,,,,,,,,,,,,,,,,c6fx1460nlkawjgh67sp7a1hd,Viktoria Plzeň,Plzeň,FC Viktoria Plzeň,PLZ,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",dchxm00ei80l8ljbcfpdill8k,Sigma Olomouc,Olomouc,SK Sigma Olomouc,OLO,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
e90mw3yjw3b9cn3ncvolhr7ys,13,2026-09-05Z,13:00:00Z,7,2,45,1,2026-07-24T13:30:17Z,Slavia Praha vs Zbrojovka Brno,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,bu1l7ckihyr0errxw61p0m05,Czech Liga,Czech First League,Chance liga,CZL,Domestic league,5md5tpwr2nmqao528prx43jr7,Czechia,ei2lksxq5fb6mh8yzxqatwnx0,2026-07-25Z,2027-05-24Z,2026/2027,ejo28sdb3kcl4zgkwjbc8ncb8,e2q01r9o9jwiq1fls93d1sslx,2026-07-25Z,2027-04-24Z,Regular Season,7c48dqxoem7bdglaflo26dizy,no,Fortuna Arena,Fortuna Arena,50.067525002,14.471139908,16,Fixture,2026-09-05,15:00:00,,,,,,,,,,,,,,,,,8kpapuorr6hf0vosnovbreqqd,Slavia Praha,Slavia,SK Slavia Praha,SLA,home,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}",6k350zwynsc23f0sxw9akgc6y,Zbrojovka Brno,Zbrojovka,FC Zbrojovka Brno,BRN,away,"{""id"": ""5md5tpwr2nmqao528prx43jr7"", ""name"": ""Czechia""}"
